[INFO] | 2023-07-06 05:57:25 AM | analyzer.FinToken_3 | Analysis started at: 2023-07-06 05:57:25 AM
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Version constraints: ['^0.4.21']
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | solc version: v0.4.21
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Callgraph generation started!
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Callgraph generation finished!
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Storage dependency graph generation started!
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Value Range Analysis started
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Range graph generated
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function slitherConstructorConstantVariables
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for mul
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for mul
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function mul
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for div
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for div
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function div
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for sub
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for sub
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function sub
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for add
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for add
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function add
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for allowance
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for allowance
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function allowance
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for transferFrom
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for transferFrom
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function transferFrom
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for approve
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for approve
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function approve
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for allowance
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for allowance
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function allowance
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for transferFrom
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for transferFrom
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function transferFrom
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for approve
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for approve
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function approve
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for approve
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for approve
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Range graph generated
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function approve
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for allowance
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for allowance
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function allowance
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function transfer
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function totalSupply
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function balanceOf
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for allowance
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for allowance
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function allowance
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for transferFrom
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Return summary generated for transferFrom
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | State variable assignement do not exist
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Processed function transferFrom
[INFO] | 2023-07-06 05:57:26 AM | analyzer.FinToken_3 | Generating return summary for approve
