Filename,Label,Value
./input/DB1/ABNB_1.sol,True,116.34235084243119
./input/DB1/AccessToken_1.sol,False,3.234371514059603
./input/DB1/AccessToken_2.sol,False,3.1458898838609457
./input/DB1/ACOToken_1.sol,False,138.1941577391699
./input/DB1/ACOToken_2.sol,False,138.76451191306114
./input/DB1/ACOToken_3.sol,False,137.5032482109964
./input/DB1/ACOToken_4.sol,False,141.43861862644553
./input/DB1/ACOToken_5.sol,False,137.39991277921945
./input/DB1/AddressArrayUtils_10.sol,False,1.2530105421319604
./input/DB1/AddressArrayUtils_11.sol,False,1.2028723899275064
./input/DB1/AddressArrayUtils_1.sol,False,1.234044556505978
./input/DB1/AddressArrayUtils_2.sol,False,1.275483607314527
./input/DB1/AddressArrayUtils_3.sol,False,1.279207562096417
./input/DB1/AddressArrayUtils_4.sol,False,1.280567867681384
./input/DB1/AddressArrayUtils_5.sol,False,1.3226818600669503
./input/DB1/AddressArrayUtils_6.sol,False,1.3367379028350115
./input/DB1/AddressArrayUtils_7.sol,False,1.3241473929956555
./input/DB1/AddressArrayUtils_8.sol,False,1.2829891070723534
./input/DB1/AddressArrayUtils_9.sol,False,1.2814329992979765
./input/DB1/AddressResolver_10.sol,False,1.5263500763103366
./input/DB1/AddressResolver_11.sol,False,1.534549931064248
./input/DB1/AddressResolver_12.sol,False,1.544170276261866
./input/DB1/AddressResolver_13.sol,False,1.5406729178503156
./input/DB1/AddressResolver_14.sol,False,1.5185639765113592
./input/DB1/AddressResolver_15.sol,False,1.536550721153617
./input/DB1/AddressResolver_16.sol,False,1.5324232671409845
./input/DB1/AddressResolver_17.sol,False,1.5277774026617408
./input/DB1/AddressResolver_18.sol,False,1.5196243338286877
./input/DB1/AddressResolver_19.sol,False,1.526963965035975
./input/DB1/AddressResolver_1.sol,False,1.539518958888948
./input/DB1/AddressResolver_20.sol,False,1.6891818223521113
./input/DB1/AddressResolver_21.sol,False,1.5541312750428915
./input/DB1/AddressResolver_22.sol,False,1.5392231298610568
./input/DB1/AddressResolver_23.sol,False,1.544115793891251
./input/DB1/AddressResolver_24.sol,False,1.562580343335867
./input/DB1/AddressResolver_25.sol,False,1.5232177982106805
./input/DB1/AddressResolver_26.sol,False,1.5214312132447958
./input/DB1/AddressResolver_27.sol,False,1.5240042246878147
./input/DB1/AddressResolver_28.sol,False,1.5292730433866382
./input/DB1/AddressResolver_29.sol,False,1.5602292278781533
./input/DB1/AddressResolver_2.sol,False,1.5241678459569812
./input/DB1/AddressResolver_30.sol,False,1.5401962017640471
./input/DB1/AddressResolver_31.sol,False,1.5461454400792718
./input/DB1/AddressResolver_32.sol,False,1.5410470366477966
./input/DB1/AddressResolver_33.sol,False,1.5816976018249989
