[INFO] | 2023-07-06 06:51:05 AM | analyzer.Roles_11 | Analysis started at: 2023-07-06 06:51:05 AM
[INFO] | 2023-07-06 06:51:05 AM | analyzer.Roles_11 | Version constraints: ['^0.5.0']
[INFO] | 2023-07-06 06:51:05 AM | analyzer.Roles_11 | solc version: v0.5.0
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Callgraph generation started!
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Callgraph generation finished!
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Storage dependency graph generation started!
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Value Range Analysis started
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Generating return summary for has
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Return summary generated for has
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | State variable assignement do not exist
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Processed function has
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Generating return summary for add
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Return summary generated for add
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | State variable assignement do not exist
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Processed function add
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Generating return summary for remove
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Return summary generated for remove
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | State variable assignement do not exist
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Processed function remove
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Value Range Analysis took 0.000741 seconds
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Value Range Analysis finished
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Dependency detection started!
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Dependency detection finished!
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Static Analysis took 0.240528 seconds
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Dependency does not exist
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Symbolic execution is not needed!
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Analysis finished!
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Analysis took 0.240669 seconds
[INFO] | 2023-07-06 06:51:06 AM | analyzer.Roles_11 | Analysis finished at: 2023-07-06 06:51:06 AM
