[INFO] | 2023-07-06 06:37:39 AM | analyzer.OwnerManager_6 | Analysis started at: 2023-07-06 06:37:39 AM
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Version constraints: ['^0.5.0']
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | solc version: v0.5.0
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Callgraph generation started!
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Callgraph generation finished!
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Storage dependency graph generation started!
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Value Range Analysis started
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Range graph generated
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Processed function slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Generating return summary for setupOwners
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Return summary generated for setupOwners
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Range graph generated
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Processed function setupOwners
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Generating return summary for getThreshold
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Return summary generated for getThreshold
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | State variable assignement do not exist
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Processed function getThreshold
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Generating return summary for isOwner
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Return summary generated for isOwner
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | State variable assignement do not exist
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Processed function isOwner
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Generating return summary for getOwners
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Return summary generated for getOwners
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | State variable assignement do not exist
[INFO] | 2023-07-06 06:37:40 AM | analyzer.OwnerManager_6 | Processed function getOwners
