[INFO] | 2023-07-06 06:35:09 AM | analyzer.MixinSignatureValidator_2 | Analysis started at: 2023-07-06 06:35:09 AM
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Version constraints: ['0.4.24']
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | solc version: v0.4.24
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Callgraph generation started!
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Callgraph generation finished!
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Storage dependency graph generation started!
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Value Range Analysis started
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for rawAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | We should not consider this kind of return values!
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for rawAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function rawAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for contentAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | We should not consider this kind of return values!
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for contentAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function contentAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for memCopy
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for memCopy
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function memCopy
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for sliceDestructive
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | We should not consider this kind of return values!
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for sliceDestructive
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function sliceDestructive
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for popLastByte
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for popLastByte
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function popLastByte
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for equals
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for equals
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function equals
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for readAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | We should not consider this kind of return values!
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for readAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function readAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for writeAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for writeAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function writeAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for readBytes32
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | We should not consider this kind of return values!
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for readBytes32
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function readBytes32
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for writeBytes32
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for writeBytes32
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function writeBytes32
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for readBytes4
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | We should not consider this kind of return values!
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for readBytes4
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function readBytes4
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for preSign
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for preSign
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function preSign
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for setSignatureValidatorApproval
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for setSignatureValidatorApproval
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function setSignatureValidatorApproval
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for preSign
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for preSign
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function preSign
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for setSignatureValidatorApproval
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for setSignatureValidatorApproval
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function setSignatureValidatorApproval
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for executeTransaction
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for executeTransaction
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function executeTransaction
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for executeTransaction
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for executeTransaction
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function executeTransaction
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for getCurrentContextAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for getCurrentContextAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function getCurrentContextAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for executeTransaction
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for executeTransaction
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function executeTransaction
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for getCurrentContextAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for getCurrentContextAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function getCurrentContextAddress
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for preSign
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for preSign
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function preSign
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for setSignatureValidatorApproval
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for setSignatureValidatorApproval
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function setSignatureValidatorApproval
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function isValidSignature
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for writeBytesWithLength
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for writeBytesWithLength
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function writeBytesWithLength
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for slice
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for slice
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function slice
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for deepCopyBytes
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Return summary generated for deepCopyBytes
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Processed function deepCopyBytes
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for popLast20Bytes
[INFO] | 2023-07-06 06:35:11 AM | analyzer.MixinSignatureValidator_2 | Generating return summary for readAddress
