[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Analysis started at: 2023-07-06 06:51:13 AM
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Version constraints: ['^0.5.0']
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | solc version: v0.5.0
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Callgraph generation started!
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Callgraph generation finished!
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Storage dependency graph generation started!
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Value Range Analysis started
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Generating return summary for has
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Return summary generated for has
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Processed function has
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Generating return summary for add
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Return summary generated for add
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Processed function add
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Generating return summary for remove
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Return summary generated for remove
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | State variable assignement do not exist
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Processed function remove
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Value Range Analysis took 0.000675 seconds
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Value Range Analysis finished
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Dependency detection started!
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Dependency detection finished!
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Static Analysis took 0.238596 seconds
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Dependency does not exist
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Symbolic execution is not needed!
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Analysis finished!
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Analysis took 0.238736 seconds
[INFO] | 2023-07-06 06:51:13 AM | analyzer.Roles_1 | Analysis finished at: 2023-07-06 06:51:13 AM
