[INFO] | 2023-07-06 05:55:09 AM | analyzer.DFCollateral_1 | Analysis started at: 2023-07-06 05:55:09 AM
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for mul
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function mul
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for div
[WARNING] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | No lvalue eligible assignment, is this some bug!
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for div
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function div
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for min
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for min
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function min
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for max
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for max
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function max
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for canCall
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for canCall
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function canCall
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for constructor
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for constructor
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Range graph generated
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function constructor
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for acceptOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for acceptOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Range graph generated
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function acceptOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for isOwner
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for isOwner
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function isOwner
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for onlyOwner
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for onlyOwner
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function onlyOwner
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for constructor
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for constructor
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Range graph generated
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function constructor
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for acceptOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for acceptOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Range graph generated
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function acceptOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for isOwner
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for isOwner
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function isOwner
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for add
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for add
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function add
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for sub
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for sub
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function sub
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for mul
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for mul
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function mul
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for div
[WARNING] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | No lvalue eligible assignment, is this some bug!
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for div
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function div
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for min
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for min
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function min
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for max
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for max
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function max
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for onlyOwner
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for onlyOwner
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function onlyOwner
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for validAddress
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for validAddress
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function validAddress
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for auth
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for auth
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function auth
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for transferOut
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for transferOut
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function transferOut
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for approveToEngine
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for approveToEngine
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function approveToEngine
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for wdiv
[WARNING] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | No lvalue eligible assignment, is this some bug!
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for wdiv
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function wdiv
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for pow
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for pow
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function pow
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for isAuthorized
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for isAuthorized
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function isAuthorized
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for isAuthorized
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for isAuthorized
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function isAuthorized
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for disableOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for disableOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Range graph generated
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function disableOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for transferOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for transferOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Range graph generated
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function transferOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for setAuthority
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for setAuthority
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Range graph generated
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function setAuthority
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for wdiv
[WARNING] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | No lvalue eligible assignment, is this some bug!
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for wdiv
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function wdiv
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for pow
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for pow
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function pow
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for disableOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for disableOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Range graph generated
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function disableOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for transferOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for transferOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Range graph generated
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function transferOwnership
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Generating return summary for setAuthority
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Return summary generated for setAuthority
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Range graph generated
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Processed function setAuthority
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Value Range Analysis took 0.009573 seconds
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Value Range Analysis finished
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Dependency detection started!
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Dependency detection finished!
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Static Analysis took 0.950917 seconds
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Dependency does not exist
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Symbolic execution is not needed!
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Analysis finished!
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Analysis took 0.951061 seconds
[INFO] | 2023-07-06 05:55:10 AM | analyzer.DFCollateral_1 | Analysis finished at: 2023-07-06 05:55:10 AM
