[INFO] | 2023-07-06 07:22:46 AM | analyzer.StandardBounties_1 | Analysis started at: 2023-07-06 07:22:46 AM
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Range graph generated
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function slitherConstructorConstantVariables
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Range graph generated
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function slitherConstructorConstantVariables
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for transfer
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for transfer
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function transfer
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for allowance
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for allowance
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function allowance
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for transfer
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for transfer
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function transfer
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for allowance
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for allowance
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function allowance
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for transfer
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for transfer
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Range graph generated
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function transfer
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Range graph generated
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Range graph generated
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for allowance
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for allowance
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function allowance
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for mul
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for mul
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function mul
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for div
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for div
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function div
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for sub
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for sub
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function sub
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for add
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for add
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function add
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for isContract
[WARNING] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Can there be this kind of variables
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for isContract
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function isContract
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for _registerInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for _registerInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Range graph generated
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function _registerInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for onERC721Received
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for onERC721Received
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function onERC721Received
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for ownerOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for ownerOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function ownerOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for exists
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for exists
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function exists
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for getApproved
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for getApproved
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function getApproved
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for setApprovalForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for setApprovalForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function setApprovalForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for isApprovedForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for isApprovedForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function isApprovedForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for safeTransferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for safeTransferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function safeTransferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for safeTransferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for safeTransferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function safeTransferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for ownerOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for ownerOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function ownerOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for exists
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for exists
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function exists
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for getApproved
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for getApproved
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function getApproved
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for setApprovalForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for setApprovalForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function setApprovalForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for isApprovedForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for isApprovedForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function isApprovedForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function transferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for safeTransferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for safeTransferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function safeTransferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for safeTransferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for safeTransferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function safeTransferFrom
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for _registerInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for _registerInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Range graph generated
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function _registerInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for ownerOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for ownerOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function ownerOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for exists
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for exists
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function exists
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for getApproved
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for getApproved
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function getApproved
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for setApprovalForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for setApprovalForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Range graph generated
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function setApprovalForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for isApprovedForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for isApprovedForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function isApprovedForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for canTransfer
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for canTransfer
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function canTransfer
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function supportsInterface
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function balanceOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for ownerOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for ownerOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function ownerOf
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for exists
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for exists
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function exists
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function approve
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for getApproved
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for getApproved
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function getApproved
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Generating return summary for setApprovalForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Return summary generated for setApprovalForAll
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | State variable assignement do not exist
[INFO] | 2023-07-06 07:22:52 AM | analyzer.StandardBounties_1 | Processed function setApprovalForAll
