[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Analysis started at: 2023-07-06 06:51:09 AM
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Version constraints: ['^0.5.0']
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | solc version: v0.5.0
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Callgraph generation started!
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Callgraph generation finished!
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Storage dependency graph generation started!
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Value Range Analysis started
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Generating return summary for has
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Return summary generated for has
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | State variable assignement do not exist
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Processed function has
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Generating return summary for add
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Return summary generated for add
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | State variable assignement do not exist
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Processed function add
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Generating return summary for remove
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Return summary generated for remove
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | State variable assignement do not exist
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Processed function remove
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Value Range Analysis took 0.000594 seconds
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Value Range Analysis finished
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Dependency detection started!
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Dependency detection finished!
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Static Analysis took 0.239532 seconds
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Dependency does not exist
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Symbolic execution is not needed!
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Analysis finished!
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Analysis took 0.239734 seconds
[INFO] | 2023-07-06 06:51:09 AM | analyzer.Roles_14 | Analysis finished at: 2023-07-06 06:51:09 AM
