[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Analysis started at: 2023-07-06 06:51:14 AM
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Version constraints: ['^0.5.0']
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | solc version: v0.5.0
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Callgraph generation started!
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Callgraph generation finished!
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Storage dependency graph generation started!
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Value Range Analysis started
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Generating return summary for has
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Return summary generated for has
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Processed function has
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Generating return summary for add
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Return summary generated for add
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Processed function add
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Generating return summary for remove
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Return summary generated for remove
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | State variable assignement do not exist
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Processed function remove
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Value Range Analysis took 0.000782 seconds
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Value Range Analysis finished
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Dependency detection started!
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Dependency detection finished!
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Static Analysis took 0.250079 seconds
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Dependency does not exist
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Symbolic execution is not needed!
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Analysis finished!
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Analysis took 0.250227 seconds
[INFO] | 2023-07-06 06:51:14 AM | analyzer.Roles_2 | Analysis finished at: 2023-07-06 06:51:14 AM
