[INFO] | 2023-07-06 06:37:41 AM | analyzer.OwnerManager_7 | Analysis started at: 2023-07-06 06:37:41 AM
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Version constraints: ['^0.5.0']
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | solc version: v0.5.0
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Callgraph generation started!
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Callgraph generation finished!
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Storage dependency graph generation started!
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Value Range Analysis started
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Range graph generated
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Processed function slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Generating return summary for setupOwners
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Return summary generated for setupOwners
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Range graph generated
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Processed function setupOwners
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Generating return summary for getThreshold
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Return summary generated for getThreshold
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | State variable assignement do not exist
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Processed function getThreshold
[INFO] | 2023-07-06 06:37:42 AM | analyzer.OwnerManager_7 | Generating return summary for isOwner
