[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Analysis started at: 2023-07-06 05:53:21 AM
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Version constraints: ['0.6.8']
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | solc version: v0.6.8
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Callgraph generation started!
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Callgraph generation finished!
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Storage dependency graph generation started!
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Value Range Analysis started
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for _msgSender
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for _msgSender
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function _msgSender
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for _msgData
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for _msgData
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function _msgData
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for _msgSender
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for _msgSender
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function _msgSender
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for _msgData
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for _msgData
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function _msgData
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for owner
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for owner
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function owner
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for onlyOwner
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for onlyOwner
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function onlyOwner
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for totalSupply
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for totalSupply
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function totalSupply
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for balanceOf
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for balanceOf
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function balanceOf
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for transfer
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for transfer
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function transfer
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for allowance
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for allowance
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function allowance
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for approve
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for approve
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function approve
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for transferFrom
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for transferFrom
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function transferFrom
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for _msgSender
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for _msgSender
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function _msgSender
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for _msgData
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for _msgData
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function _msgData
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for owner
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for owner
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function owner
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for constructor
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for constructor
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Range graph generated
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function constructor
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for onlyOwner
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for onlyOwner
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function onlyOwner
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for constructor
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for constructor
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Range graph generated
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function constructor
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for renounceOwnership
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for renounceOwnership
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Range graph generated
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function renounceOwnership
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for transferOwnership
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for transferOwnership
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Range graph generated
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function transferOwnership
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for setAllowance
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for setAllowance
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | State variable assignement do not exist
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function setAllowance
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for constructor
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for constructor
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Range graph generated
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function constructor
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for renounceOwnership
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for renounceOwnership
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Range graph generated
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function renounceOwnership
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Generating return summary for transferOwnership
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Return summary generated for transferOwnership
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Range graph generated
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Processed function transferOwnership
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Value Range Analysis took 0.004580 seconds
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Value Range Analysis finished
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 05:53:21 AM | analyzer.CommunityVault_1 | Storage dependency graph compostion finished!
