[INFO] | 2023-07-06 06:37:27 AM | analyzer.OwnerManager_19 | Analysis started at: 2023-07-06 06:37:27 AM
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Version constraints: ['^0.5.0']
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | solc version: v0.5.0
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Callgraph generation started!
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Callgraph generation finished!
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Storage dependency graph generation started!
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Value Range Analysis started
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Range graph generated
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Processed function slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Generating return summary for setupOwners
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Return summary generated for setupOwners
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Range graph generated
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Processed function setupOwners
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Generating return summary for getThreshold
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Return summary generated for getThreshold
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | State variable assignement do not exist
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Processed function getThreshold
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Generating return summary for isOwner
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Return summary generated for isOwner
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | State variable assignement do not exist
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Processed function isOwner
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Generating return summary for getOwners
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Return summary generated for getOwners
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | State variable assignement do not exist
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Processed function getOwners
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Generating return summary for authorized
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Return summary generated for authorized
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | State variable assignement do not exist
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Processed function authorized
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Generating return summary for swapOwner
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Return summary generated for swapOwner
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Range graph generated
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Processed function swapOwner
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Generating return summary for changeThreshold
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Return summary generated for changeThreshold
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Range graph generated
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Processed function changeThreshold
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Generating return summary for addOwnerWithThreshold
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Return summary generated for addOwnerWithThreshold
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Range graph generated
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Processed function addOwnerWithThreshold
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Generating return summary for removeOwner
[INFO] | 2023-07-06 06:37:28 AM | analyzer.OwnerManager_19 | Return summary generated for removeOwner
