Filename,Label,Value
./input/all_contract/ABNB_1.sol,True,116.34235084243119
./input/all_contract/AccessToken_1.sol,False,3.234371514059603
./input/all_contract/AccessToken_2.sol,False,3.1458898838609457
./input/all_contract/ACOToken_1.sol,False,138.1941577391699
./input/all_contract/ACOToken_2.sol,False,138.76451191306114
./input/all_contract/ACOToken_3.sol,False,137.5032482109964
./input/all_contract/ACOToken_4.sol,False,141.43861862644553
./input/all_contract/ACOToken_5.sol,False,137.39991277921945
./input/all_contract/AddressArrayUtils_10.sol,False,1.2530105421319604
./input/all_contract/AddressArrayUtils_11.sol,False,1.2028723899275064
./input/all_contract/AddressArrayUtils_1.sol,False,1.234044556505978
./input/all_contract/AddressArrayUtils_2.sol,False,1.275483607314527
./input/all_contract/AddressArrayUtils_3.sol,False,1.279207562096417
./input/all_contract/AddressArrayUtils_4.sol,False,1.280567867681384
./input/all_contract/AddressArrayUtils_5.sol,False,1.3226818600669503
./input/all_contract/AddressArrayUtils_6.sol,False,1.3367379028350115
./input/all_contract/AddressArrayUtils_7.sol,False,1.3241473929956555
./input/all_contract/AddressArrayUtils_8.sol,False,1.2829891070723534
./input/all_contract/AddressArrayUtils_9.sol,False,1.2814329992979765
./input/all_contract/AddressResolver_10.sol,False,1.5263500763103366
./input/all_contract/AddressResolver_11.sol,False,1.534549931064248
./input/all_contract/AddressResolver_12.sol,False,1.544170276261866
./input/all_contract/AddressResolver_13.sol,False,1.5406729178503156
./input/all_contract/AddressResolver_14.sol,False,1.5185639765113592
./input/all_contract/AddressResolver_15.sol,False,1.536550721153617
./input/all_contract/AddressResolver_16.sol,False,1.5324232671409845
./input/all_contract/AddressResolver_17.sol,False,1.5277774026617408
./input/all_contract/AddressResolver_18.sol,False,1.5196243338286877
./input/all_contract/AddressResolver_19.sol,False,1.526963965035975
./input/all_contract/AddressResolver_1.sol,False,1.539518958888948
./input/all_contract/AddressResolver_20.sol,False,1.6891818223521113
./input/all_contract/AddressResolver_21.sol,False,1.5541312750428915
./input/all_contract/AddressResolver_22.sol,False,1.5392231298610568
./input/all_contract/AddressResolver_23.sol,False,1.544115793891251
./input/all_contract/AddressResolver_24.sol,False,1.562580343335867
./input/all_contract/AddressResolver_25.sol,False,1.5232177982106805
./input/all_contract/AddressResolver_26.sol,False,1.5214312132447958
./input/all_contract/AddressResolver_27.sol,False,1.5240042246878147
./input/all_contract/AddressResolver_28.sol,False,1.5292730433866382
./input/all_contract/AddressResolver_29.sol,False,1.5602292278781533
./input/all_contract/AddressResolver_2.sol,False,1.5241678459569812
./input/all_contract/AddressResolver_30.sol,False,1.5401962017640471
./input/all_contract/AddressResolver_31.sol,False,1.5461454400792718
./input/all_contract/AddressResolver_32.sol,False,1.5410470366477966
./input/all_contract/AddressResolver_33.sol,False,1.5816976018249989
./input/all_contract/AddressResolver_34.sol,False,1.579771874472499
./input/all_contract/AddressResolver_35.sol,False,1.5396361202001572
./input/all_contract/AddressResolver_36.sol,False,1.550996013917029
./input/all_contract/AddressResolver_37.sol,False,1.6604257859289646
./input/all_contract/AddressResolver_38.sol,False,1.5139328502118587
./input/all_contract/AddressResolver_39.sol,False,1.5987677918747067
./input/all_contract/AddressResolver_3.sol,False,1.5217262171208858
./input/all_contract/AddressResolver_40.sol,False,1.5986743019893765
./input/all_contract/AddressResolver_41.sol,False,1.521412923000753
./input/all_contract/AddressResolver_42.sol,False,1.5166702242568135
./input/all_contract/AddressResolver_43.sol,False,1.5245690448209643
./input/all_contract/AddressResolver_44.sol,False,1.5253429813310504
./input/all_contract/AddressResolver_45.sol,False,1.5410700468346477
./input/all_contract/AddressResolver_46.sol,False,1.5242710821330547
./input/all_contract/AddressResolver_47.sol,False,1.5269582578912377
./input/all_contract/AddressResolver_48.sol,False,1.5287407888099551
./input/all_contract/AddressResolver_49.sol,False,1.5405181283131242
./input/all_contract/AddressResolver_4.sol,False,1.5663610436022282
./input/all_contract/AddressResolver_50.sol,False,1.5611716825515032
./input/all_contract/AddressResolver_51.sol,False,1.5275717824697495
./input/all_contract/AddressResolver_52.sol,False,1.5613501816987991
./input/all_contract/AddressResolver_53.sol,False,1.5372628364712
./input/all_contract/AddressResolver_5.sol,False,1.5302140209823847
./input/all_contract/AddressResolver_6.sol,False,1.5397618701681495
./input/all_contract/AddressResolver_7.sol,False,1.5341230211779475
./input/all_contract/AddressResolver_8.sol,False,1.525210996158421
./input/all_contract/AddressResolver_9.sol,False,1.5389669993892312
./input/all_contract/AdminImpl_1.sol,True,8.358945704996586
./input/all_contract/AdminImpl_2.sol,True,8.212128963321447
./input/all_contract/AdminImpl_3.sol,True,9.049235573969781
./input/all_contract/AdminImpl_4.sol,True,9.091989773325622
./input/all_contract/Atoken_1.sol,True,129.0455330889672
./input/all_contract/BalanceSheet_1.sol,False,1.031164225190878
./input/all_contract/BandPriceFeed_1.sol,False,2.4794974559918046
./input/all_contract/Bank_1.sol,False,0.985657149925828
./input/all_contract/BasicMathLib_1.sol,False,1.0459727570414543
./input/all_contract/BMath_1.sol,False,3.871593330986798
./input/all_contract/BMath_2.sol,False,3.914451401680708
./input/all_contract/BNum_1.sol,False,1.3526764949783683
./input/all_contract/BNum_2.sol,False,1.3521229531615973
./input/all_contract/BNum_3.sol,False,1.3565176101401448
./input/all_contract/BNum_4.sol,False,1.3664424046874046
./input/all_contract/BNum_5.sol,False,1.254418769851327
./input/all_contract/BorrowerOperations_1.sol,True,52.62717703077942
./input/all_contract/BorrowerOperations_2.sol,True,51.75168759096414
./input/all_contract/BorrowerOperations_3.sol,True,49.7239980045706
./input/all_contract/BPool_1.sol,False,276.2714185528457
./input/all_contract/BPool_2.sol,False,134.48929197061807
./input/all_contract/BrickblockAccount_1.sol,True,1.6367715774104
./input/all_contract/BridgeValidators_1.sol,False,1.349462067708373
./input/all_contract/Brokerage_1.sol,False,1.8446563128381968
./input/all_contract/BurnableToken_1.sol,False,1.326114933937788
./input/all_contract/bVault_1.sol,True,7.03385822661221
./input/all_contract/CapperRole_1.sol,False,1.1595768323168159
./input/all_contract/CGUToken_1.sol,True,56.617441739887
./input/all_contract/ChainlinkAdapter_1.sol,False,1.3899841932579875
./input/all_contract/ChainlinkAdapter_2.sol,False,1.3373320931568742
./input/all_contract/ChainlinkAdapter_3.sol,False,1.3226401470601559
./input/all_contract/ChainlinkAdapter_4.sol,False,1.3063135351985693
./input/all_contract/ChainlinkAdapter_5.sol,False,1.336691134609282
./input/all_contract/ChainlinkAdapter_6.sol,False,1.4245505267754197
./input/all_contract/ChainlinkAdapter_7.sol,False,1.3027697391808033
./input/all_contract/ChainlinkAdapter_8.sol,False,1.3186114188283682
./input/all_contract/claimToken_1.sol,False,1.0211924854665995
./input/all_contract/claimToken_2.sol,False,0.9714700505137444
./input/all_contract/Collaterals_t_1.sol,False,3.2826628861948848
./input/all_contract/CollateralsWallet_1.sol,False,0.9885835619643331
./input/all_contract/CommunityVault_1.sol,True,1.1192992525175214
./input/all_contract/CommunityVault_2.sol,True,1.0629246160387993
./input/all_contract/CompHelper_1.sol,False,1.497779062949121
./input/all_contract/CompHelper_2.sol,False,1.4903438864275813
./input/all_contract/CompHelper_3.sol,False,1.499228491447866
./input/all_contract/CompHelper_4.sol,False,1.5027777021750808
./input/all_contract/CompHelper_5.sol,False,1.4934173319488764
./input/all_contract/Consideration_1.sol,False,0.9460719982162118
./input/all_contract/ConsiderationPure_1.sol,False,0.888311049900949
./input/all_contract/Controller_1.sol,False,13.94921576231718
./input/all_contract/Controller_2.sol,False,14.931453526951373
./input/all_contract/Controller_3.sol,False,14.612211420200765
./input/all_contract/controller-v3_1.sol,True,6.306125657632947
./input/all_contract/controller-v3_2.sol,True,6.0098902601748705
./input/all_contract/controller-v3_3.sol,True,6.064779670909047
./input/all_contract/controller-v3_4.sol,True,6.004304562695324
./input/all_contract/controller-v3_5.sol,True,6.379114113748074
./input/all_contract/Degens_2.sol,False,251.43996838573366
./input/all_contract/DFCollateral_1.sol,False,1.601365691050887
./input/all_contract/DFEngineV2_1.sol,False,11.570706453174353
./input/all_contract/DFStore_1.sol,False,12.308856506831944
./input/all_contract/DharmaAccountRecoveryManager_1.sol,True,2.013024545274675
./input/all_contract/DharmaKeyRegistryV1_1.sol,False,1.235057263635099
./input/all_contract/DharmaSmartWalletFactoryV1_1.sol,False,1.403230158612132
./input/all_contract/DutchCrowdsaleIdx_1.sol,False,6.337779522873461
