[INFO] | 2023-07-06 06:37:12 AM | analyzer.OwnerManager_10 | Analysis started at: 2023-07-06 06:37:12 AM
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Version constraints: ['^0.5.0']
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | solc version: v0.5.0
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Callgraph generation started!
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Callgraph generation finished!
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Interprocedural CFG generation started!
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Interprocedural CFG generation finished!
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Storage dependency graph generation started!
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Storage dependency graph generation finished!
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Value Range Analysis started
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Generating return summary for slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Return summary generated for slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Range graph generated
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Processed function slitherConstructorConstantVariables
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Generating return summary for setupOwners
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Return summary generated for setupOwners
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Range graph generated
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Processed function setupOwners
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Generating return summary for getThreshold
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Return summary generated for getThreshold
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | State variable assignement do not exist
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Processed function getThreshold
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Generating return summary for isOwner
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Return summary generated for isOwner
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | State variable assignement do not exist
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Processed function isOwner
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Generating return summary for getOwners
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Return summary generated for getOwners
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | State variable assignement do not exist
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Processed function getOwners
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Generating return summary for authorized
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Return summary generated for authorized
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | State variable assignement do not exist
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Processed function authorized
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Generating return summary for swapOwner
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Return summary generated for swapOwner
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Range graph generated
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Processed function swapOwner
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Generating return summary for changeThreshold
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Return summary generated for changeThreshold
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Range graph generated
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Processed function changeThreshold
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Generating return summary for addOwnerWithThreshold
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Return summary generated for addOwnerWithThreshold
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Range graph generated
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Processed function addOwnerWithThreshold
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Generating return summary for removeOwner
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Return summary generated for removeOwner
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Range graph generated
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Processed function removeOwner
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Value Range Analysis took 0.006664 seconds
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Value Range Analysis finished
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Storage dependency graph compostion started!
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Storage dependency graph compostion finished!
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Dependency detection started!
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Dependency detection finished!
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Static Analysis took 0.827047 seconds
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Dependency does not exist
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Symbolic execution is not needed!
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Analysis finished!
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Analysis took 0.827190 seconds
[INFO] | 2023-07-06 06:37:13 AM | analyzer.OwnerManager_10 | Analysis finished at: 2023-07-06 06:37:13 AM
